NOTATION,INSP_AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,Neighborhood
KEEP THE BUILDING VACANT,120,1405,CLAY ST                         ,ORDERS  ,CBHCODE ,  ,1405 CLAY ST,VACANT  ,N,1397319,411167,'008000010147      ,35
KEEP THE BUILDING VACANT,190,31,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,31 E CLIFTON AV,VACANT  ,N,1396382,413433,'009400050133      ,35
KEEP THE BUILDING VACANT,190,36,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,36 E CLIFTON AV,VACANT  ,N,1396492,413449,'009400050109      ,35
KEEP THE BUILDING VACANT,190,37,CLIFTON AV                      ,CIVIL1  ,CBHCODE ,E ,37 E CLIFTON AV,VACANT  ,N,1396428,413395,'009400050136      ,35
HISTORIC -DANGEROUS & UNSAFE,190,38,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,38 E CLIFTON AV,VACANT  ,N,1396509,413428,'009400050110      ,35
KEEP THE BUILDING VACANT,190,41,CLIFTON AV                      ,CIVIL2  ,CBHCODE ,E ,41 E CLIFTON AV,VACANT  ,N,1396450,413364,'009400050144      ,35
KEEP THE BUILDING VACANT,190,43,CLIFTON AV                      ,CRIMINAL,CBHCODE ,E ,43 E CLIFTON AV,VACANT  ,N,1396462,413335,'009400050145      ,35
HISTORIC -DANGEROUS & UNSAFE,190,43,CLIFTON AV                      ,CRIMINAL,CBHCODE ,E ,43 E CLIFTON AV,VACANT  ,N,1396462,413335,'009400050145      ,35
KEEP THE BUILDING VACANT,190,49,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,49 E CLIFTON AV,VACANT  ,N,1396521,413280,'009400050148      ,35
HISTORIC -DANGEROUS & UNSAFE,190,51,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,51 E CLIFTON AV,VACANT  ,N,1396508,413228,'009400050149      ,35
KEEP THE BUILDING VACANT,190,53,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,53 E CLIFTON AV,VACANT  ,N,1396539,413234,'009400050150      ,35
HISTORIC -DANGEROUS & UNSAFE,190,71,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,71 E CLIFTON AV,VACANT  ,N,1396680,413083,'009400050159      ,35
KEEP THE BUILDING VACANT,190,100,CLIFTON AV                      ,PREPROS ,CBHCODE ,E ,100 E CLIFTON AV,VACANT  ,N,1396842,413106,'009400050219      ,35
KEEP THE BUILDING VACANT,190,127,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,127 E CLIFTON AV,VACANT  ,N,1396932,412788,'009400050270      ,35
KEEP THE BUILDING VACANT,190,129,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,129 E CLIFTON AV,VACANT  ,N,1396961,412757,'009400050271      ,35
HISTORIC -DANGEROUS & UNSAFE,190,139,CLIFTON AV                      ,ORDERS  ,CBHCODE ,E ,139 E CLIFTON AV,VACANT  ,N,1397041,412669,'009400050276      ,35
CONDEMNATION,190,142,CLIFTON AV                      ,CRIMINAL,CBHCODE ,E ,142 E CLIFTON AV,VACANT  ,N,1397134,412747,'009400050250      ,35
KEEP THE BUILDING VACANT,190,147,CLIFTON AV                      ,PREPROS ,CBHCODE ,E ,147 E CLIFTON AV,VACANT  ,N,1397124,412601,'009400050279      ,35
HISTORIC -DANGEROUS & UNSAFE,190,201,CLIFTON AV                      ,CIVIL2  ,CBHCODE ,E ,201 E CLIFTON AV,VACANT  ,N,1397173,412524,'009400070277      ,35
CONDEMNATION,190,214,CLIFTON AV                      ,PREPROS ,CBHCODE ,E ,214 E CLIFTON AV,VACANT  ,N,1397350,412477,'009400070291      ,35
CONDEMNATION,290,105,CLIFTON AV                      ,DIVERSN ,CBHCODE ,W ,105 W CLIFTON AV,VACANT  ,N,1395860,414008,'009500030027      ,35
KEEP THE BUILDING VACANT,300,500,CONROY ST                       ,CIVIL1  ,CBHCODE ,  ,500 CONROY ST,VACANT  ,N,1393091,415426,'009700020001      ,35
HISTORIC -DANGEROUS & UNSAFE,190,112,CORWINE ST                      ,CIVIL2  ,CBHCODE ,  ,112 CORWINE ST,VACANT  ,N,1397189,411920,'009400070206      ,35
CONDEMNATION,190,112,CORWINE ST                      ,CRIMINAL,CBHCODE ,  ,112 CORWINE ST,VACANT  ,N,1397189,411920,'009400070207      ,35
KEEP THE BUILDING VACANT,180,18,ELDER ST                        ,PREPROS ,CBHCODE ,W ,18 W ELDER ST,VACANT  ,N,1396134,412769,'009400080328      ,35
KEEP THE BUILDING VACANT,180,18,ELDER ST                        ,CRIMINAL,CBHCODE ,W ,18 W ELDER ST,VACANT  ,N,1396134,412769,'009400080328      ,35
HISTORIC -DANGEROUS & UNSAFE,180,24,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,24 W ELDER ST,VACANT  ,N,1396074,412761,'009400080325      ,35
KEEP THE BUILDING VACANT,180,26,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,26 W ELDER ST,VACANT  ,N,1396039,412722,'009400080308      ,35
KEEP THE BUILDING VACANT,180,103,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,103 W ELDER ST,VACANT  ,N,1395867,412542,'009400080183      ,35
KEEP THE BUILDING VACANT,180,105,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,105 W ELDER ST,VACANT  ,N,1395846,412538,'009400080182      ,35
KEEP THE BUILDING VACANT,180,111,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,111 W ELDER ST,VACANT  ,N,1395784,412523,'009400080178      ,35
KEEP THE BUILDING VACANT,180,113,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,113 W ELDER ST,VACANT  ,N,1395764,412520,'009400080178      ,35
KEEP THE BUILDING VACANT,180,116,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,116 W ELDER ST,VACANT  ,N,1395690,412694,'009400080276      ,35
KEEP THE BUILDING VACANT,180,120,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,120 W ELDER ST,VACANT  ,N,1395620,412682,'009400080251      ,35
KEEP THE BUILDING VACANT,180,122,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,122 W ELDER ST,VACANT  ,N,1395600,412705,'009400080250      ,35
KEEP THE BUILDING VACANT,180,124,ELDER ST                        ,CRIMINAL,CBHCODE ,W ,124 W ELDER ST,VACANT  ,N,1395579,412701,'009400080249      ,35
KEEP THE BUILDING VACANT,180,128,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,128 W ELDER ST,VACANT  ,N,1395532,412700,'009400080247      ,35
KEEP THE BUILDING VACANT,180,129,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,129 W ELDER ST,VACANT  ,N,1395566,412490,'009400080146      ,35
KEEP THE BUILDING VACANT,180,131,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,131 W ELDER ST,VACANT  ,N,1395550,412487,'009400080145      ,35
KEEP THE BUILDING VACANT,180,133,ELDER ST                        ,ORDERS  ,CBHCODE ,W ,133 W ELDER ST,VACANT  ,N,1395528,412483,'009400080144      ,35
KEEP THE BUILDING VACANT ,110,1205,ELM ST                          ,ORDERS  ,CBHCODEC,  ,1205 ELM ST,VACANT  ,N,1395824,409949,'008100030091      ,35
KEEP THE BUILDING VACANT,110,1405,ELM ST                          ,FINLNOTC,CBHCODE ,  ,1405 ELM ST,VACANT  ,N,1395689,410776,'008100020263      ,35
KEEP THE BUILDING VACANT,110,1408,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1408 ELM ST,VACANT  ,N,1395831,410845,'008100020372      ,35
HISTORIC -DANGEROUS & UNSAFE,110,1409,ELM ST                          ,PREPROS ,CBHCODE ,  ,1409 ELM ST,VACANT  ,N,1395682,410814,'008100020262      ,35
CONDEMNATION,110,1416,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1416 ELM ST,VACANT  ,N,1395819,410941,'008100020368      ,35
KEEP THE BUILDING VACANT,110,1420,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1420 ELM ST,VACANT  ,N,1395810,410997,'008100020366      ,35
KEEP THE BUILDING VACANT,110,1421,ELM ST                          ,FINLNOTC,CBHCODE ,  ,1421 ELM ST,VACANT  ,N,1395660,410978,'008100020233      ,35
KEEP THE BUILDING VACANT,110,1433,ELM ST                          ,FINLNOTC,CBHCODE ,  ,1433 ELM ST,VACANT  ,N,1395628,411101,'008100020227      ,35
KEEP THE BUILDING VACANT,110,1517,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1517 ELM ST,VACANT  ,N,1395730,411391,'008100020192      ,35
HISTORIC -DANGEROUS & UNSAFE,110,1527,ELM ST                          ,FINLNOTC,CBHCODE ,  ,1527 ELM ST,VACANT  ,N,1395558,411548,'008100020167      ,35
KEEP THE BUILDING VACANT,110,1528,ELM ST                          ,FINLNOTC,CBHCODE ,  ,1528 ELM ST,VACANT  ,N,1395718,411433,'008100020285      ,35
KEEP THE BUILDING VACANT,110,1534,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1534 ELM ST,VACANT  ,N,1395720,411502,'008100020282      ,35
KEEP THE BUILDING VACANT,110,1540,ELM ST                          ,PREPROS ,CBHCODE ,  ,1540 ELM ST,VACANT  ,N,1395709,411546,'008100020280      ,35
KEEP THE BUILDING VACANT,110,1546,ELM ST                          ,CRIMINAL,CBHCODE ,  ,1546 ELM ST,VACANT  ,N,1395707,411595,'008100020278      ,35
KEEP THE BUILDING VACANT,110,1546,ELM ST                          ,PREPROS ,CBHCODE ,  ,1546 ELM ST,VACANT  ,N,1395707,411595,'008100020278      ,35
KEEP THE BUILDING VACANT,180,1606,ELM ST                          ,PREPROS ,CBHCODE ,  ,1606 ELM ST,VACANT  ,N,1395626,411930,'009400080004      ,35
KEEP THE BUILDING VACANT,180,1612,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1612 ELM ST,VACANT  ,N,1395629,411993,'009400080009      ,35
HISTORIC -DANGEROUS & UNSAFE,180,1614,ELM ST                          ,CRIMINAL,CBHCODE ,  ,1614 ELM ST,VACANT  ,N,1395616,412010,'009400080010      ,35
KEEP THE BUILDING VACANT,180,1616,ELM ST                          ,PREPROS ,CBHCODE ,  ,1616 ELM ST,VACANT  ,N,1395606,412029,'009400080011      ,35
KEEP THE BUILDING VACANT,180,1704,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1704 ELM ST,VACANT  ,N,1395572,412228,'009400080120      ,35
CONDEMNATION,180,1710,ELM ST                          ,CRIMINAL,CBHCODE ,  ,1710 ELM ST,VACANT  ,N,1395580,412293,'009400080123      ,35
CONDEMNATION,180,1711,ELM ST                          ,CIVIL2  ,CBHCODE ,  ,1711 ELM ST,VACANT  ,N,1395447,412147,'013300030042      ,35
CONDEMNATION,180,1713,ELM ST                          ,CIVIL2  ,CBHCODE ,  ,1713 ELM ST,VACANT  ,N,1395431,412168,'013300030043      ,35
KEEP THE BUILDING VACANT,180,1717,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1717 ELM ST,VACANT  ,N,1395439,412265,'013300030059      ,35
KEEP THE BUILDING VACANT,180,1722,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1722 ELM ST,VACANT  ,N,1395530,412416,'009400080129      ,35
KEEP THE BUILDING VACANT,180,1725,ELM ST                          ,PREPROS ,CBHCODE ,  ,1725 ELM ST,VACANT  ,N,1395418,412363,'013300030063      ,35
KEEP THE BUILDING VACANT,180,1733,ELM ST                          ,CIVIL1  ,CBHCODE ,  ,1733 ELM ST,VACANT  ,N,1395385,412430,'013300030067      ,35
VACATE THE BUILDING,180,1735,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1735 ELM ST,VACANT  ,N,1395399,412460,'013300030068      ,35
HISTORIC -DANGEROUS & UNSAFE,180,1737,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1737 ELM ST,VACANT  ,N,1395406,412482,'013300030069      ,35
HISTORIC -DANGEROUS & UNSAFE,180,1737,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1737 ELM ST,VACANT  ,N,1395406,412482,'013300030069      ,35
KEEP THE BUILDING VACANT,180,1807,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1807 ELM ST,VACANT  ,N,1395369,412649,'013300030111      ,35
KEEP THE BUILDING VACANT,180,1809,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1809 ELM ST,VACANT  ,N,1395373,412672,'013300030112      ,35
KEEP THE BUILDING VACANT,180,1811,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1811 ELM ST,VACANT  ,N,1395380,412695,'013300030113      ,35
KEEP THE BUILDING VACANT,180,1819,ELM ST                          ,ORDERS  ,CBHCODE ,  ,1819 ELM ST,VACANT  ,N,1395360,412795,'013300030117      ,35
CONDEMNATION,180,1906,ELM ST                          ,CIVIL1  ,CBHCODE ,  ,1906 ELM ST,VACANT  ,N,1395411,413107,'009600060047      ,35
KEEP THE BUILDING VACANT ,180,1910,ELM ST                          ,ORDERS  ,CBHCODEC,  ,1910 ELM ST,VACANT  ,N,1395471,413193,'009600060042      ,35
KEEP THE BUILDING VACANT,180,1923,ELM ST                          ,PREPROS ,CBHCODE ,  ,1923 ELM ST,VACANT  ,N,1395260,413280,'009600050113      ,35
HISTORIC -DANGEROUS & UNSAFE,180,20,FINDLAY ST                      ,CIVIL2  ,CBHCODE ,  ,20 FINDLAY ST,VACANT  ,N,1396051,413167,'009600060120      ,35
HISTORIC -DANGEROUS & UNSAFE,180,22,FINDLAY ST                      ,CIVIL2  ,CBHCODE ,  ,22 FINDLAY ST,VACANT  ,N,1396025,413160,'009600060119      ,35
KEEP THE BUILDING VACANT,180,24,FINDLAY ST                      ,ORDERS  ,CBHCODE ,  ,24 FINDLAY ST,VACANT  ,N,1395989,413182,'009600060118      ,35
HISTORIC -DANGEROUS & UNSAFE,180,118,FINDLAY ST                      ,CIVIL2  ,CBHCODE ,  ,118 FINDLAY ST,VACANT  ,N,1395570,413109,'009600060055      ,35
KEEP THE BUILDING VACANT,180,210,FINDLAY ST                      ,CRIMINAL,CBHCODE ,  ,210 FINDLAY ST,VACANT  ,N,1395215,413027,'009600050247      ,35
HISTORIC -DANGEROUS & UNSAFE,190,1706,FRINTZ ST                       ,CIVIL1  ,CBHCODE ,  ,1706 FRINTZ ST,VACANT  ,N,1396630,412930,'009400050285      ,35
KEEP THE BUILDING VACANT,190,1706,FRINTZ ST                       ,CRIMINAL,CBHCODE ,  ,1706 FRINTZ ST,VACANT  ,N,1396630,412930,'009400050285      ,35
KEEP THE BUILDING VACANT,180,8,GREEN ST                        ,CIVIL1  ,CBHCODE ,  ,8 GREEN ST,VACANT  ,N,1396330,412326,'009400080369      ,35
HISTORIC -DANGEROUS & UNSAFE,180,125,GREEN ST                        ,CIVIL2  ,CBHCODE ,  ,125 GREEN ST,VACANT  ,N,1395638,412099,'009400080017      ,35
HISTORIC -DANGEROUS & UNSAFE,180,212,GREEN ST                        ,CIVIL1  ,CBHCODE ,  ,212 GREEN ST,VACANT  ,N,1395325,412216,'013300030128      ,35
KEEP THE BUILDING VACANT,190,1661,HAMER ST                        ,PREPROS ,CBHCODE ,  ,1661 HAMER ST,VACANT  ,N,1396538,412515,'009400070012      ,35
HISTORIC -DANGEROUS & UNSAFE,190,1667,HAMER ST                        ,ORDERS  ,CBHCODE ,  ,1667 HAMER ST,VACANT  ,N,1396525,412603,'009400070009      ,35
KEEP THE BUILDING VACANT,180,205,HENRY ST                        ,PREPROS ,CBHCODE ,  ,205 HENRY ST,VACANT  ,N,1395204,413332,'009600050114      ,35
KEEP THE BUILDING VACANT ,190,1706,LANG ST                         ,HAZARD  ,CBHCODEC,  ,1706 LANG ST,VACANT  ,N,1397030,412393,'009400070252      ,35
HISTORIC -DANGEROUS & UNSAFE,190,1706,LANG ST                         ,HAZARD  ,CBHCODEC,  ,1706 LANG ST,VACANT  ,N,1397030,412393,'009400070252      ,35
KEEP THE BUILDING VACANT,190,1711,LANG ST                         ,ORDERS  ,CBHCODE ,  ,1711 LANG ST,VACANT  ,N,1397072,412553,'009400050282      ,35
KEEP THE BUILDING VACANT,190,1805,LANG ST                         ,ORDERS  ,CBHCODE ,  ,1805 LANG ST,VACANT  ,N,1397238,412688,'009400050257      ,35
KEEP THE BUILDING VACANT,180,124,LIBERTY ST                      ,ORDERS  ,CBHCODE ,W ,124 W LIBERTY ST,VACANT  ,N,1395740,411866,'009400080019      ,35
KEEP THE BUILDING VACANT,180,212,LIBERTY ST                      ,CIVIL1  ,CBHCODE ,W ,212 W LIBERTY ST,VACANT  ,N,1395386,411930,'013300030021      ,35
KEEP THE BUILDING VACANT,180,1818,LOGAN ST                        ,ORDERS  ,CBHCODE ,  ,1818 LOGAN ST,VACANT  ,N,1395163,412742,'013300030098      ,35
KEEP THE BUILDING VACANT,180,1820,LOGAN ST                        ,ORDERS  ,CBHCODE ,  ,1820 LOGAN ST,VACANT  ,N,1395160,412764,'013300030099      ,35
KEEP THE BUILDING VACANT,110,217,MAGNOLIA ST                     ,ORDERS  ,CBHCODE ,  ,217 MAGNOLIA ST,VACANT  ,N,1395530,410871,'008100020246      ,35
HISTORIC -DANGEROUS & UNSAFE,120,1123,MAIN ST                         ,ORDERS  ,CBHCODEC,  ,1123 MAIN ST,VACANT  ,N,1397710,410037,'007500040187      ,35
KEEP THE BUILDING VACANT,120,1214,MAIN ST                         ,ORDERS  ,CBHCODE ,  ,1214 MAIN ST,VACANT  ,N,1397764,410521,'007500040006      ,35
KEEP THE BUILDING VACANT,120,1216,MAIN ST                         ,CRIMPREP,CBHCODE ,  ,1216 MAIN ST,VACANT  ,N,1397776,410539,'007500040007      ,35
CONDEMNATION,190,33,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,E ,33 E MCMICKEN AV,VACANT  ,N,1396477,412842,'009400050316      ,35
KEEP THE BUILDING VACANT,190,33,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,E ,33 E MCMICKEN AV,VACANT  ,N,1396477,412842,'009400050316      ,35
HISTORIC -DANGEROUS & UNSAFE,190,50,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,E ,50 E MCMICKEN AV,VACANT  ,N,1396753,412755,'009400050294      ,35
KEEP THE BUILDING VACANT,190,57,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,E ,57 E MCMICKEN AV,VACANT  ,N,1396690,412592,'009400070064      ,35
KEEP THE BUILDING VACANT,190,60,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,E ,60 E MCMICKEN AV,VACANT  ,N,1396823,412675,'009400050297      ,35
HISTORIC -DANGEROUS & UNSAFE,190,100,MCMICKEN AV                     ,CIVIL2  ,CBHCODE ,E ,100 E MCMICKEN AV,VACANT  ,N,1397020,412381,'009400070252      ,35
KEEP THE BUILDING VACANT,190,154,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,E ,154 E MCMICKEN AV,VACANT  ,N,1397396,411948,'009400070231      ,35
KEEP THE BUILDING VACANT,190,158,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,E ,158 E MCMICKEN AV,VACANT  ,N,1397425,411924,'009400070229      ,35
KEEP THE BUILDING VACANT,180,3,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,3 W MCMICKEN AV,VACANT  ,N,1396170,413205,'009600060124      ,35
KEEP THE BUILDING VACANT,180,17,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,17 W MCMICKEN AV,VACANT  ,N,1396080,413310,'009600060112      ,35
VACATE- C.O.REQUIRED,290,24,MCMICKEN AV                     ,PREPROS ,CBHCODE ,W ,24 W MCMICKEN AV,VACANT  ,N,1396080,413451,'009500030047      ,35
KEEP THE BUILDING VACANT,290,24,MCMICKEN AV                     ,PREPROS ,CBHCODE ,W ,24 W MCMICKEN AV,VACANT  ,N,1396080,413451,'009500030047      ,35
CONDEMNATION,180,41,MCMICKEN AV                     ,HAZARD  ,CBHCODE ,W ,41 W MCMICKEN AV,VACANT  ,N,1395836,413509,'009600060126      ,35
CONDEMNATION,290,42,MCMICKEN AV                     ,CRIMPREP,CBHCODE ,W ,42 W MCMICKEN AV,VACANT  ,N,1395920,413603,'009500030040      ,35
KEEP THE BUILDING VACANT,290,46,MCMICKEN AV                     ,CRIMPREP,CBHCODE ,W ,46 W MCMICKEN AV,VACANT  ,N,1395890,413637,'009500030062      ,35
CONDEMNATION,180,205,MCMICKEN AV                     ,HAZARD  ,CBHCODE ,W ,205 W MCMICKEN AV,VACANT  ,N,1395121,413964,'009600050163      ,35
HISTORIC -DANGEROUS & UNSAFE,180,205,MCMICKEN AV                     ,CIVIL1  ,CBHCODE ,W ,205 W MCMICKEN AV,VACANT  ,N,1395121,413964,'009600050163      ,35
HISTORIC -DANGEROUS & UNSAFE,180,207,MCMICKEN AV                     ,CIVIL1  ,CBHCODE ,W ,207 W MCMICKEN AV,VACANT  ,N,1395098,413966,'009600050162      ,35
HISTORIC -DANGEROUS & UNSAFE,180,262,MCMICKEN AV                     ,ORDERS  ,CBHCODEC,W ,262 W MCMICKEN AV,VACANT  ,N,1394476,414386,'009600040193      ,35
KEEP THE BUILDING VACANT,180,270,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,270 W MCMICKEN AV,VACANT  ,N,1394399,414412,'009600040190      ,35
KEEP THE BUILDING VACANT,180,271,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,W ,271 W MCMICKEN AV,VACANT  ,N,1394350,414315,'009600050219      ,35
KEEP THE BUILDING VACANT ,180,279,MCMICKEN AV                     ,ORDERS  ,CBHCODEC,W ,279 W MCMICKEN AV,VACANT  ,N,1394270,414362,'009600050223      ,35
KEEP THE BUILDING VACANT,180,281,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,281 W MCMICKEN AV,VACANT  ,N,1394242,414358,'009600050224      ,35
KEEP THE BUILDING VACANT,180,283,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,283 W MCMICKEN AV,VACANT  ,N,1394225,414366,'009600050225      ,35
CONDEMNATION,180,289,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,W ,289 W MCMICKEN AV,VACANT  ,N,1394130,414474,'009600040216      ,35
KEEP THE BUILDING VACANT,180,306,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,306 W MCMICKEN AV,VACANT  ,N,1393994,414613,'009600040129      ,35
KEEP THE BUILDING VACANT,180,308,MCMICKEN AV                     ,PREPROS ,CBHCODE ,W ,308 W MCMICKEN AV,VACANT  ,N,1393962,414625,'009600040128      ,35
KEEP THE BUILDING VACANT,180,314,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,314 W MCMICKEN AV,VACANT  ,N,1393932,414670,'009600040126      ,35
VACATE THE BUILDING,180,314,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,314 W MCMICKEN AV,VACANT  ,N,1393932,414670,'009600040126      ,35
KEEP THE BUILDING VACANT,180,316,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,316 W MCMICKEN AV,VACANT  ,N,1393909,414688,'009600040125      ,35
HISTORIC -DANGEROUS & UNSAFE,170,430,MCMICKEN AV                     ,CIVIL1  ,CBHCODE ,W ,430 W MCMICKEN AV,VACANT  ,N,1393510,415017,'009600030053      ,35
HISTORIC -DANGEROUS & UNSAFE,170,456,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,456 W MCMICKEN AV,VACANT  ,N,1393192,415084,'009600030040      ,35
KEEP THE BUILDING VACANT,170,458,MCMICKEN AV                     ,CIVIL1  ,CBHCODE ,W ,458 W MCMICKEN AV,VACANT  ,N,1393166,415049,'009600030039      ,35
CONDEMNATION,170,459,MCMICKEN AV                     ,CIVIL2  ,CBHCODE ,W ,459 W MCMICKEN AV,VACANT  ,N,1393145,414935,'009600030006      ,35
CONDEMNATION,170,461,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,461 W MCMICKEN AV,VACANT  ,N,1393118,414931,'009600030005      ,35
HISTORIC -DANGEROUS & UNSAFE,170,461,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,461 W MCMICKEN AV,VACANT  ,N,1393118,414931,'009600030005      ,35
HISTORIC -DANGEROUS & UNSAFE,170,463,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,463 W MCMICKEN AV,VACANT  ,N,1393097,414940,'009600030004      ,35
KEEP THE BUILDING VACANT,170,463,MCMICKEN AV                     ,CRIMINAL,CBHCODE ,W ,463 W MCMICKEN AV,VACANT  ,N,1392896,414982,'009600030004      ,35
CONDEMNATION,170,463,MCMICKEN AV                     ,ORDERS  ,CBHCODE ,W ,463 W MCMICKEN AV,VACANT  ,N,1393097,414940,'009600030004      ,35
KEEP THE BUILDING VACANT,170,465,MCMICKEN AV                     ,CIVIL2  ,CBHCODE ,W ,465 W MCMICKEN AV,VACANT  ,N,1393071,414953,'009600030003      ,35
